iter	Passed	Remaining
1668	48173	9553
1669	48195	9523
1670	48219	9493
1671	48242	9463
1672	48265	9433
1673	48289	9403
1674	48315	9374
1675	48341	9345
1676	48370	9316
1677	48399	9287
1678	48430	9259
1679	48460	9230
1680	48489	9201
1681	48517	9172
1682	48552	9145
1683	48583	9116
1684	48621	9089
1685	48652	9060
1686	48681	9032
1687	48710	9003
1688	48736	8973
1689	48763	8944
1690	48791	8915
1691	48819	8886
1692	48844	8857
1693	48872	8828
1694	48897	8798
1695	48925	8769
1696	48950	8740
1697	48973	8710
1698	48996	8680
1699	49020	8650
1700	49042	8620
1701	49063	8590
1702	49088	8560
1703	49111	8531
1704	49135	8501
1705	49159	8471
1706	49184	8442
1707	49209	8412
1708	49232	8383
1709	49254	8353
1710	49277	8323
1711	49301	8293
1712	49326	8264
1713	49348	8234
1714	49370	8204
1715	49391	8174
1716	49415	8144
1717	49438	8115
1718	49460	8085
1719	49485	8055
1720	49518	8027
1721	49549	7999
1722	49583	7971
1723	49628	7945
1724	49687	7921
1725	49749	7897
1726	49814	7874
1727	49859	7848
1728	49887	7819
1729	49919	7790
1730	49968	7765
1731	50014	7739
1732	50052	7711
1733	50091	7684
1734	50143	7658
1735	50178	7630
1736	50208	7602
1737	50242	7573
1738	50296	7548
1739	50329	7520
1740	50360	7491
1741	50393	7463
1742	50424	7434
1743	50455	7406
1744	50488	7377
1745	50546	7353
1746	50575	7324
1747	50609	7296
1748	50637	7267
1749	50672	7238
1750	50727	7213
1751	50777	7187
1752	50814	7159
1753	50851	7131
1754	50873	7102
1755	50896	7072
1756	50919	7042
1757	50951	7013
1758	50973	6983
1759	51006	6955
1760	51061	6929
1761	51109	6903
1762	51155	6876
1763	51177	6846
1764	51202	6817
1765	51226	6787
1766	51248	6757
1767	51272	6728
1768	51294	6698
1769	51317	6668
1770	51340	6638
1771	51362	6608
1772	51385	6579
1773	51409	6549
1774	51432	6519
1775	51454	6489
1776	51477	6460
1777	51502	6430
1778	51529	6401
1779	51553	6371
1780	51575	6341
1781	51599	6312
1782	51624	6282
1783	51661	6255
1784	51712	6228
1785	51769	6203
1786	51824	6177
1787	51855	6148
1788	51882	6119
1789	51905	6089
1790	51929	6059
1791	51952	6030
1792	51977	6000
1793	51999	5970
1794	52021	5941
1795	52042	5911
1796	52065	5881
1797	52088	5852
1798	52112	5822
1799	52136	5792
1800	52165	5763
1801	52196	5735
1802	52220	5705
1803	52256	5677
1804	52306	5650
1805	52360	5624
1806	52418	5598
1807	52470	5572
1808	52497	5542
1809	52522	5513
1810	52545	5483
1811	52569	5454
1812	52595	5424
1813	52619	5395
1814	52643	5365
1815	52668	5336
1816	52700	5307
1817	52747	5280
1818	52809	5254
1819	52854	5227
1820	52886	5198
1821	52912	5169
1822	52938	5139
1823	52965	5110
1824	52990	5081
1825	53015	5051
1826	53039	5022
1827	53065	4993
1828	53097	4964
1829	53153	4937
1830	53219	4912
1831	53262	4884
1832	53285	4854
1833	53307	4825
1834	53330	4795
1835	53353	4765
1836	53375	4736
1837	53400	4706
1838	53423	4677
1839	53448	4647
1840	53474	4618
1841	53499	4588
1842	53538	4560
1843	53595	4534
1844	53644	4506
1845	53687	4478
1846	53713	4449
1847	53736	4419
1848	53759	4390
1849	53782	4360
1850	53806	4331
1851	53845	4302
1852	53896	4275
1853	53961	4249
1854	54001	4221
1855	54025	4191
1856	54048	4162
1857	54071	4132
1858	54094	4102
1859	54127	4074
1860	54180	4046
1861	54224	4018
1862	54290	3992
1863	54320	3963
1864	54345	3933
1865	54370	3904
1866	54393	3874
1867	54416	3845
1868	54442	3815
1869	54464	3786
1870	54487	3756
1871	54511	3727
1872	54535	3697
1873	54560	3668
1874	54584	3638
1875	54608	3609
1876	54632	3580
1877	54656	3550
1878	54678	3521
1879	54702	3491
1880	54726	3462
1881	54749	3432
1882	54772	3403
1883	54801	3374
1884	54833	3345
1885	54882	3317
1886	54929	3289
1887	54983	3261
1888	55007	3232
1889	55030	3202
1890	55055	3173
1891	55080	3144
1892	55106	3114
1893	55148	3086
1894	55204	3058
1895	55255	3030
1896	55284	3001
1897	55308	2972
1898	55331	2942
1899	55355	2913
1900	55380	2884
1901	55425	2855
1902	55479	2827
1903	55536	2800
1904	55565	2770
1905	55590	2741
1906	55620	2712
1907	55643	2683
1908	55679	2654
1909	55736	2626
1910	55795	2598
1911	55834	2569
1912	55857	2540
1913	55878	2510
1914	55903	2481
1915	55925	2451
1916	55967	2423
1917	56023	2395
1918	56072	2366
1919	56109	2337
1920	56131	2308
1921	56155	2278
1922	56180	2249
1923	56202	2220
1924	56226	2190
1925	56248	2161
1926	56272	2131
1927	56297	2102
1928	56320	2072
1929	56357	2044
1930	56413	2015
1931	56472	1987
1932	56523	1959
1933	56547	1929
1934	56569	1900
1935	56593	1870
1936	56617	1841
1937	56639	1811
1938	56663	1782
1939	56686	1753
1940	56709	1723
1941	56736	1694
1942	56759	1665
1943	56782	1635
1944	56804	1606
1945	56825	1576
1946	56850	1547
1947	56874	1518
1948	56897	1488
1949	56923	1459
1950	56946	1430
1951	56969	1400
1952	56992	1371
1953	57014	1342
1954	57037	1312
1955	57060	1283
1956	57083	1254
1957	57105	1224
1958	57129	1195
1959	57152	1166
1960	57175	1137
1961	57199	1107
1962	57222	1078
1963	57246	1049
1964	57272	1020
1965	57299	990
1966	57321	961
1967	57343	932
1968	57367	903
1969	57388	873
1970	57410	844
1971	57432	815
1972	57454	786
1973	57489	757
1974	57546	728
1975	57607	699
1976	57643	670
1977	57668	641
1978	57694	612
1979	57718	583
1980	57741	553
1981	57766	524
1982	57795	495
1983	57821	466
1984	57845	437
1985	57869	407
1986	57892	378
1987	57918	349
1988	57942	320
1989	57966	291
1990	57992	262
1991	58016	232
1992	58038	203
1993	58059	174
1994	58083	145
1995	58107	116
1996	58131	87
1997	58155	58
1998	58179	29
1999	58203	0
